Sales_ID,Order_ID,Gender_Category,Product_Line,Product_Name,Size,Units_Sold,MRP,Discount_Applied,Revenue,Order_Date,Sales_Channel,Region,Profit,Original_Revenue,Units_Was_Missing,Units_Was_Invalid,MRP_Was_Missing,Discount_Was_Missing,Discount_Was_Invalid,Date_Was_Missing,Calculated_Revenue,Revenue_Difference,Revenue_Match
29,2028,Men,Training,Flex Trainer,12,2.0,3270.23,0.48,0.0,,Retail,Delhi,-946.86,0.0,True,False,False,True,False,True,3401.04,-3401.04,False
30,2029,Men,Training,Zoomx Invincible,12,2.5,6897.68,0.5,0.0,2023-10-28,Online,Bengaluru,-185.67,0.0,False,True,True,True,False,False,8622.1,-8622.1,False
31,2030,Men,Soccer,Phantom Gt,XL,2.0,6320.59,0.48,0.0,2025-07-14,Retail,Hyderabad,-122.93,0.0,True,False,True,False,True,False,6573.41,-6573.41,False
32,2031,Men,Soccer,Premier Iii,,4.0,3493.04,0.82,2514.99,2024-09-05,Online,Delhi,350.7,2514.99,False,False,False,False,False,False,2514.99,0.0,True
33,2032,Women,Lifestyle,Blazer Mid,XL,1.0,6383.24,0.48,0.0,2025-04-11,Retail,Mumbai,-555.16,0.0,False,False,True,False,True,False,3319.28,-3319.28,False
34,2033,Men,Soccer,Mercurial Superfly,XL,2.0,6569.65,0.48,0.0,,Retail,Kolkata,-1005.71,0.0,False,True,True,True,False,True,6832.44,-6832.44,False
35,2034,Men,Basketball,Air Jordan,6,3.0,6235.71,0.48,0.0,2025-04-30,Retail,Delhi,-267.37,0.0,True,False,False,True,False,False,9727.71,-9727.71,False
36,2035,Kids,Basketball,Zoom Freak,,4.0,6435.66,0.38,0.0,2024-11-17,Online,Bengaluru,2914.83,0.0,False,False,True,False,False,False,15960.44,-15960.44,False
37,2036,Men,Training,Metcon 7,,3.0,5890.69,0.48,0.0,2025-02-15,Retail,Bengaluru,-143.8,0.0,False,False,True,True,False,False,9189.48,-9189.48,False
38,2037,Kids,Running,Pegasus Turbo,7,3.0,5653.14,0.48,-169.59,,Retail,Pune,2776.96,-169.59,False,False,False,False,True,True,8818.9,-8988.49,False
39,2038,Kids,Running,Free Rn,,2.0,6293.58,0.83,0.0,,Online,Delhi,1163.21,0.0,False,True,True,False,False,True,2139.82,-2139.82,False
40,2039,Women,Training,Flex Trainer,M,2.0,2767.7,0.63,0.0,2025-04-22,Retail,Hyderabad,-336.3,0.0,True,False,False,False,False,False,2048.1,-2048.1,False
41,2002,Women,Basketball,Zoom Freak,XL,3.0,5075.22,0.48,0.0,2025-03-07,Retail,Delhi,145.08,0.0,False,False,False,True,False,False,7917.34,-7917.34,False
42,2041,Kids,Soccer,Tiempo Legend,12,3.0,5553.88,0.5,0.0,2025-05-03,Online,Hyderabad,2371.66,0.0,True,False,False,True,False,False,8330.82,-8330.82,False
43,2042,Women,Basketball,Kyrie Flytrap,L,3.0,5066.14,0.5,0.0,2025-04-19,Online,Hyderabad,-862.16,0.0,True,False,True,True,False,False,7599.21,-7599.21,False
44,2043,Men,Soccer,Premier Iii,XL,2.5,3492.89,0.77,0.0,2024-02-05,Retail,Delhi,3770.75,0.0,True,False,False,False,False,False,2008.41,-2008.41,False
45,2044,Kids,Training,Superrep Go,,3.0,5280.57,0.5,0.0,2023-06-09,Online,Delhi,2174.71,0.0,True,False,True,True,False,False,7920.86,-7920.86,False
46,2045,Kids,Lifestyle,Dunk Low,XL,4.0,6202.99,0.48,0.0,2025-06-04,Retail,Delhi,1833.94,0.0,False,False,True,True,False,False,12902.22,-12902.22,False
47,2046,Kids,Running,Air Zoom,12,3.0,5550.99,0.5,0.0,,Online,Kolkata,1284.33,0.0,True,False,True,False,True,True,8326.48,-8326.48,False
48,2047,Women,Training,Superrep Go,10,1.0,8577.75,0.48,0.0,2024-06-13,Retail,Bengaluru,2888.68,0.0,False,False,False,True,False,False,4460.43,-4460.43,False
49,2048,Women,Basketball,Air Jordan,XL,2.0,6235.71,0.5,0.0,2024-10-27,Online,Bengaluru,2875.86,0.0,True,False,True,True,False,False,6235.71,-6235.71,False
50,2049,Kids,Soccer,Tiempo Legend,L,1.0,7767.2,0.48,0.0,,Retail,Pune,311.48,0.0,False,False,False,True,False,True,4038.94,-4038.94,False
51,2050,Men,Running,Air Zoom,L,1.0,5550.99,0.57,0.0,,Retail,Kolkata,682.12,0.0,False,False,True,False,False,True,2386.93,-2386.93,False
52,2051,Women,Basketball,Air Jordan,XL,3.0,6235.71,0.37,0.0,2024-05-01,Retail,Delhi,3135.98,0.0,True,False,True,False,False,False,11785.49,-11785.49,False
53,2052,Men,Training,Flex Trainer,10,3.0,9155.96,0.48,0.0,2024-08-10,Retail,Pune,2184.8,0.0,False,False,False,True,False,False,14283.3,-14283.3,False
54,2053,Men,Lifestyle,Air Force 1,XL,3.0,6009.58,0.5,0.0,2024-02-10,Online,Delhi,3384.92,0.0,False,False,False,True,False,False,9014.37,-9014.37,False
55,2054,Women,Training,Flex Trainer,11,3.0,6383.55,0.5,0.0,2025-06-23,Online,Mumbai,-549.76,0.0,False,True,True,True,False,False,9575.33,-9575.33,False
56,2055,Men,Basketball,Kyrie Flytrap,L,3.0,5066.14,0.5,0.0,2024-10-26,Online,Hyderabad,-1078.76,0.0,True,False,True,True,False,False,7599.21,-7599.21,False
57,2056,Men,Running,React Infinity,L,3.0,6492.155000000001,0.48,0.0,2024-05-31,Retail,Bengaluru,-244.44,0.0,False,False,True,True,False,False,10127.76,-10127.76,False
58,2048,Men,Lifestyle,Waffle One,M,3.0,6216.29,0.94,1118.93,2024-09-14,Online,Mumbai,-642.02,1118.93,False,False,False,False,False,False,1118.93,0.0,True
59,2058,Women,Training,Flex Trainer,11,3.0,4985.92,0.5,0.0,,Online,Kolkata,361.54,0.0,True,False,False,True,False,True,7478.88,-7478.88,False
60,2059,Kids,Soccer,Phantom Gt,,2.0,9507.54,0.48,0.0,2023-12-27,Retail,Delhi,291.28,0.0,False,True,False,True,False,False,9887.84,-9887.84,False
61,2060,Men,Lifestyle,Waffle One,L,2.0,7979.26,0.5,0.0,2024-11-07,Online,Bengaluru,2821.59,0.0,False,False,False,True,False,False,7979.26,-7979.26,False
62,2061,Women,Basketball,Lebron 20,L,2.0,6431.1900000000005,0.5,0.0,2024-09-10,Online,Mumbai,-501.68,0.0,True,False,True,True,False,False,6431.19,-6431.19,False
63,2062,Men,Basketball,Air Jordan,,2.0,6235.71,0.5,0.0,2025-06-06,Online,Bengaluru,1823.91,0.0,False,False,True,True,False,False,6235.71,-6235.71,False
64,2063,Women,Basketball,Air Jordan,M,1.0,9751.0,0.16,8190.84,2024-09-06,Retail,Pune,1130.31,8190.84,False,False,False,False,False,False,8190.84,0.0,True
65,2064,Kids,Running,React Infinity,L,2.0,7557.71,0.5,0.0,2025-02-03,Online,Bengaluru,3277.44,0.0,False,False,False,True,False,False,7557.71,-7557.71,False
66,2065,Women,Lifestyle,Waffle One,10,2.0,5637.46,0.78,0.0,2024-11-02,Retail,Hyderabad,21.58,0.0,True,False,True,False,False,False,2480.48,-2480.48,False
67,2066,Men,Soccer,Phantom Gt,XL,2.0,5259.05,0.5,0.0,2024-10-12,Online,Mumbai,1022.82,0.0,False,True,False,True,False,False,5259.05,-5259.05,False
68,2067,Kids,Basketball,Lebron 20,L,4.0,3588.38,0.5,0.0,2025-05-06,Online,Kolkata,161.5,0.0,False,False,False,True,False,False,7176.76,-7176.76,False
69,2068,Men,Running,Free Rn,,4.0,2553.29,0.48,0.0,2024-05-12,Retail,Mumbai,984.9,0.0,False,False,False,True,False,False,5310.84,-5310.84,False
70,2069,Women,Training,Superrep Go,,3.0,7502.24,0.5,0.0,2025-07-14,Online,Pune,3554.58,0.0,True,False,False,True,False,False,11253.36,-11253.36,False
71,2070,Kids,Running,React Infinity,L,3.0,6492.155000000001,0.48,0.0,,Retail,Mumbai,1112.43,0.0,True,False,True,True,False,True,10127.76,-10127.76,False
72,2071,Kids,Lifestyle,Blazer Mid,M,3.0,7849.81,0.49,12010.21,2025-12-01,Retail,Pune,-882.96,12010.21,False,False,False,False,False,False,12010.21,0.0,True
73,2072,Men,Training,Flex Trainer,,3.0,6383.55,0.48,0.0,,Retail,Pune,3639.2,0.0,False,False,True,True,False,True,9958.34,-9958.34,False
74,2073,Women,Lifestyle,Blazer Mid,12,4.0,6383.24,0.85,0.0,2024-11-03,Online,Hyderabad,443.86,0.0,False,False,True,False,False,False,3829.94,-3829.94,False
75,2074,Men,Training,Flex Trainer,L,3.0,6383.55,0.57,0.0,,Online,Kolkata,1958.47,0.0,False,True,True,False,False,True,8234.78,-8234.78,False
76,2075,Kids,Basketball,Air Jordan,L,4.0,4251.74,0.5,0.0,2025-07-14,Online,Pune,2345.35,0.0,False,False,False,True,False,False,8503.48,-8503.48,False
77,2076,Women,Training,Zoomx Invincible,11,2.0,6897.68,0.48,0.0,2024-10-13,Retail,Bengaluru,2011.25,0.0,True,False,True,True,False,False,7173.59,-7173.59,False
78,2077,Men,Training,Zoomx Invincible,L,2.5,6897.68,0.5,0.0,2023-11-21,Online,Pune,3332.66,0.0,True,False,True,True,False,False,8622.1,-8622.1,False
79,2078,Women,Basketball,Lebron 20,,2.0,6970.47,0.5,0.0,,Online,Mumbai,262.79,0.0,False,True,False,True,False,True,6970.47,-6970.47,False
80,2079,Men,Running,Pegasus Turbo,XL,2.0,4322.06,0.5,0.0,2025-01-19,Online,Bengaluru,279.78,0.0,False,True,False,True,False,False,4322.06,-4322.06,False
81,2080,Men,Lifestyle,Blazer Mid,L,2.5,6383.24,0.5,0.0,2025-03-31,Online,Bengaluru,-1005.89,0.0,True,False,True,True,False,False,7979.05,-7979.05,False
82,2081,Men,Training,Zoomx Invincible,L,2.5,6897.68,0.5,0.0,,Online,Mumbai,2810.49,0.0,True,False,True,True,False,True,8622.1,-8622.1,False
83,2028,Men,Running,Free Rn,,2.0,6293.58,0.21,0.0,2024-02-14,Online,Hyderabad,3303.01,0.0,False,True,True,False,False,False,9943.86,-9943.86,False
84,2083,Men,Running,Free Rn,,2.0,9291.74,0.48,0.0,2024-10-14,Retail,Delhi,-981.21,0.0,True,False,False,True,False,False,9663.41,-9663.41,False
85,2084,Men,Training,Metcon 7,M,2.0,5890.69,0.5,0.0,2023-12-24,Online,Mumbai,408.39,0.0,False,False,True,True,False,False,5890.69,-5890.69,False
86,2085,Men,Basketball,Kyrie Flytrap,,2.0,7561.85,0.48,0.0,2024-12-17,Retail,Kolkata,98.72,0.0,True,False,False,True,False,False,7864.32,-7864.32,False
87,2086,Men,Soccer,Mercurial Superfly,L,2.5,6569.65,0.45,0.0,2024-11-10,Online,Kolkata,1742.66,0.0,False,True,True,False,False,False,9033.27,-9033.27,False
88,2087,Kids,Basketball,Zoom Freak,,2.0,4656.28,0.5,0.0,2024-01-11,Online,Kolkata,3777.5,0.0,True,False,False,True,False,False,4656.28,-4656.28,False
89,2088,Women,Running,Free Rn,XL,4.0,6293.58,0.5,0.0,2025-04-26,Online,Bengaluru,2702.93,0.0,False,False,True,True,False,False,12587.16,-12587.16,False
90,2089,Women,Training,Flex Trainer,L,2.0,6874.77,0.6,5499.82,2024-12-02,Online,Mumbai,-1076.66,5499.82,False,False,False,False,False,False,5499.82,0.0,True
91,2090,Kids,Lifestyle,Dunk Low,8,3.0,6202.99,0.48,0.0,,Retail,Bengaluru,163.15,0.0,True,False,True,True,False,True,9676.66,-9676.66,False
92,2091,Kids,Running,Air Zoom,11,2.0,9246.88,0.48,0.0,,Retail,Mumbai,1917.55,0.0,True,False,False,True,False,True,9616.76,-9616.76,False
93,2092,Kids,Basketball,Zoom Freak,XL,2.0,6435.66,0.5,0.0,,Online,Delhi,207.2,0.0,False,False,True,False,True,True,6435.66,-6435.66,False
94,2093,Men,Running,Free Rn,XL,2.0,6293.58,0.29,0.0,,Online,Kolkata,-146.73,0.0,False,True,True,False,False,True,8936.88,-8936.88,False
95,2094,Kids,Training,Flex Trainer,10,1.0,4276.36,0.48,0.0,2024-11-10,Retail,Delhi,2974.58,0.0,False,False,False,True,False,False,2223.71,-2223.71,False
96,2095,Men,Lifestyle,Waffle One,M,3.0,5637.46,0.5,0.0,2024-10-16,Online,Delhi,880.57,0.0,True,False,True,True,False,False,8456.19,-8456.19,False
97,2096,Men,Running,Pegasus Turbo,XL,2.0,5644.675,0.5,0.0,2024-12-24,Online,Kolkata,288.66,0.0,False,False,True,True,False,False,5644.68,-5644.68,False
98,2097,Women,Training,Zoomx Invincible,XL,2.5,7978.89,0.5,0.0,,Online,Bengaluru,769.05,0.0,True,False,False,True,False,True,9973.61,-9973.61,False
99,2098,Men,Training,Zoomx Invincible,L,2.5,5690.69,0.69,0.0,2024-01-24,Online,Hyderabad,98.3,0.0,True,False,False,False,False,False,4410.28,-4410.28,False
100,2099,Kids,Soccer,Mercurial Superfly,M,2.0,6569.65,0.32,0.0,2025-02-01,Retail,Mumbai,360.97,0.0,False,False,True,False,False,False,8934.72,-8934.72,False
101,2100,Kids,Soccer,Phantom Gt,8,1.0,5937.52,0.48,0.0,2025-11-07,Retail,Mumbai,2287.57,0.0,False,False,False,True,False,False,3087.51,-3087.51,False
102,2101,Kids,Running,Free Rn,XL,2.0,2010.07,0.5,0.0,2025-03-07,Online,Hyderabad,3398.01,0.0,True,False,False,True,False,False,2010.07,-2010.07,False
103,2102,Women,Soccer,Mercurial Superfly,XL,2.5,6569.65,0.77,0.0,2025-04-10,Online,Pune,284.17,0.0,False,True,True,False,False,False,3777.55,-3777.55,False
104,2103,Women,Basketball,Lebron 20,XL,2.0,6777.88,0.5,0.0,2025-08-01,Online,Kolkata,469.61,0.0,False,True,False,True,False,False,6777.88,-6777.88,False
105,2104,Men,Basketball,Kyrie Flytrap,,2.0,5066.14,0.48,0.0,,Retail,Delhi,2905.91,0.0,True,False,True,True,False,True,5268.79,-5268.79,False
106,2105,Kids,Training,Metcon 7,,2.0,5744.7,0.48,0.0,2024-11-17,Retail,Mumbai,1716.04,0.0,False,False,False,True,False,False,5974.49,-5974.49,False
107,2106,Women,Running,Free Rn,,2.0,6293.58,0.48,0.0,,Retail,Bengaluru,76.95,0.0,True,False,True,True,False,True,6545.32,-6545.32,False
108,2107,Women,Running,React Infinity,M,4.0,6492.155000000001,0.5,0.0,2024-08-30,Online,Hyderabad,-184.69,0.0,False,False,True,True,False,False,12984.31,-12984.31,False
109,2108,Kids,Lifestyle,Air Force 1,XL,2.0,6323.09,0.27,0.0,2024-11-15,Retail,Mumbai,-338.77,0.0,True,False,True,False,False,False,9231.71,-9231.71,False
110,2109,Kids,Basketball,Zoom Freak,M,3.0,6435.66,0.48,0.0,2025-01-29,Retail,Kolkata,3791.88,0.0,False,True,True,True,False,False,10039.63,-10039.63,False
111,2110,Kids,Running,Air Zoom,12,1.0,5550.99,0.42,0.0,2024-12-25,Retail,Pune,-259.29,0.0,False,False,True,False,False,False,3219.57,-3219.57,False
112,2111,Men,Lifestyle,Waffle One,,2.0,5637.46,0.48,0.0,2024-11-21,Retail,Bengaluru,1326.67,0.0,True,False,True,False,True,False,5862.96,-5862.96,False
113,2112,Women,Training,Metcon 7,,2.0,2201.54,0.48,0.0,,Retail,Bengaluru,697.42,0.0,True,False,False,True,False,True,2289.6,-2289.6,False
114,2113,Women,Basketball,Air Jordan,XL,3.0,3939.34,0.48,0.0,2023-12-19,Retail,Pune,2918.93,0.0,True,False,False,True,False,False,6145.37,-6145.37,False
115,2114,Women,Training,Flex Trainer,XL,1.0,3167.33,0.53,1488.65,,Retail,Pune,1567.37,1488.65,False,False,False,False,False,True,1488.65,0.0,True
116,2115,Kids,Soccer,Phantom Gt,6,2.0,7607.45,0.5,0.0,,Online,Kolkata,1969.03,0.0,False,False,False,True,False,True,7607.45,-7607.45,False
117,2116,Women,Basketball,Lebron 20,,2.0,4038.32,0.5,0.0,2024-08-27,Online,Hyderabad,2088.55,0.0,True,False,False,False,True,False,4038.32,-4038.32,False
118,2117,Women,Training,Superrep Go,L,3.0,7645.96,0.5,0.0,2024-10-30,Online,Pune,2037.43,0.0,False,True,False,True,False,False,11468.94,-11468.94,False
119,2118,Kids,Basketball,Zoom Freak,XL,2.0,8426.54,0.5,0.0,2023-09-21,Online,Hyderabad,2696.85,0.0,False,False,False,True,False,False,8426.54,-8426.54,False
120,2119,Women,Training,Metcon 7,11,2.0,5890.69,0.41,0.0,2025-04-05,Retail,Kolkata,2887.81,0.0,False,True,True,False,False,False,6951.01,-6951.01,False
121,2120,Men,Soccer,Phantom Gt,12,2.0,6320.59,0.48,0.0,2024-12-14,Retail,Pune,-328.0,0.0,True,False,True,True,False,False,6573.41,-6573.41,False
122,2000,Kids,Running,React Infinity,M,3.0,6492.155000000001,0.48,0.0,2023-11-20,Retail,Kolkata,929.75,0.0,False,True,True,True,False,False,10127.76,-10127.76,False
123,2122,Kids,Soccer,Mercurial Superfly,,2.0,6569.65,0.48,0.0,,Retail,Bengaluru,1078.48,0.0,False,True,True,True,False,True,6832.44,-6832.44,False
124,2123,Men,Running,Air Zoom,L,2.0,5550.99,0.48,0.0,2024-09-15,Retail,Hyderabad,2195.52,0.0,True,False,True,True,False,False,5773.03,-5773.03,False
125,2124,Kids,Basketball,Kyrie Flytrap,L,3.0,6436.11,0.5,0.0,2025-07-04,Online,Kolkata,432.04,0.0,True,False,False,False,True,False,9654.16,-9654.16,False
126,2125,Women,Soccer,Tiempo Legend,M,2.0,6045.785,0.48,0.0,2024-12-10,Retail,Hyderabad,1051.22,0.0,True,False,True,True,False,False,6287.62,-6287.62,False
127,2126,Kids,Running,Pegasus Turbo,L,2.0,5399.58,0.48,0.0,2024-12-14,Retail,Pune,2508.34,0.0,False,True,False,True,False,False,5615.56,-5615.56,False
128,2127,Men,Training,Metcon 7,L,2.0,4020.5,0.5,0.0,2023-08-19,Online,Mumbai,3718.37,0.0,False,True,False,True,False,False,4020.5,-4020.5,False
129,2128,Women,Basketball,Lebron 20,L,3.0,8750.71,0.48,0.0,,Retail,Bengaluru,1411.29,0.0,True,False,False,True,False,True,13651.11,-13651.11,False
130,2129,Men,Basketball,Zoom Freak,9,3.0,6435.66,0.48,0.0,,Retail,Delhi,841.4,0.0,True,False,True,True,False,True,10039.63,-10039.63,False
131,2130,Men,Soccer,Premier Iii,10,3.0,5773.245,0.24,0.0,2024-09-14,Online,Bengaluru,2962.75,0.0,False,False,True,False,False,False,13163.0,-13163.0,False
132,2131,Kids,Running,Free Rn,XL,2.0,5561.82,0.48,0.0,,Retail,Mumbai,2227.48,0.0,True,False,False,True,False,True,5784.29,-5784.29,False
133,2132,Men,Running,Free Rn,L,2.0,6293.58,0.5,0.0,,Online,Delhi,3882.22,0.0,False,False,True,True,False,True,6293.58,-6293.58,False
134,2133,Men,Training,Metcon 7,XL,2.0,6789.53,0.48,0.0,2024-10-10,Retail,Pune,-166.81,0.0,True,False,False,True,False,False,7061.11,-7061.11,False
135,2134,Men,Training,Zoomx Invincible,M,2.5,4738.62,0.5,0.0,2024-08-06,Online,Hyderabad,1009.28,0.0,True,False,False,True,False,False,5923.28,-5923.28,False
136,2135,Men,Basketball,Zoom Freak,L,2.0,9106.61,0.74,4735.44,2024-03-11,Retail,Hyderabad,2422.38,4735.44,False,False,False,False,False,False,4735.44,0.0,True
137,2136,Kids,Training,Zoomx Invincible,L,1.0,6897.68,0.5,0.0,2024-09-15,Online,Pune,3672.24,0.0,False,False,True,True,False,False,3448.84,-3448.84,False
138,2137,Men,Soccer,Phantom Gt,,2.0,5222.02,0.95,0.0,2025-12-01,Online,Delhi,1796.76,0.0,False,True,False,False,False,False,522.2,-522.2,False
139,2138,Men,Running,Pegasus Turbo,11,2.0,8055.2,0.5,0.0,2025-06-14,Online,Mumbai,1840.09,0.0,False,False,False,True,False,False,8055.2,-8055.2,False
140,2139,Women,Basketball,Air Jordan,M,3.0,6235.71,0.48,0.0,2025-06-19,Retail,Mumbai,-334.52,0.0,True,False,True,True,False,False,9727.71,-9727.71,False
141,2140,Men,Basketball,Zoom Freak,M,2.0,6765.74,0.5,0.0,2025-04-28,Online,Bengaluru,-875.45,0.0,True,False,False,True,False,False,6765.74,-6765.74,False
142,2141,Kids,Soccer,Tiempo Legend,,2.0,6045.785,0.48,0.0,2023-11-22,Retail,Kolkata,-1032.47,0.0,True,False,True,False,True,False,6287.62,-6287.62,False
143,2142,Kids,Soccer,Mercurial Superfly,,2.0,6569.65,0.48,0.0,2024-03-10,Retail,Kolkata,-995.59,0.0,True,False,True,True,False,False,6832.44,-6832.44,False
144,2143,Kids,Training,Zoomx Invincible,L,2.5,6897.68,0.5,0.0,2025-10-03,Online,Delhi,1006.66,0.0,False,True,True,True,False,False,8622.1,-8622.1,False
145,2144,Women,Lifestyle,Waffle One,,4.0,5637.46,0.5,0.0,2025-03-30,Online,Kolkata,2385.1,0.0,False,False,True,True,False,False,11274.92,-11274.92,False
146,2145,Men,Lifestyle,Blazer Mid,6,2.5,6383.24,0.67,0.0,2024-07-30,Online,Bengaluru,1335.45,0.0,False,True,True,False,False,False,5266.17,-5266.17,False
147,2146,Kids,Basketball,Air Jordan,XL,3.0,6235.71,0.48,0.0,2025-02-15,Retail,Mumbai,-908.85,0.0,True,False,True,False,True,False,9727.71,-9727.71,False
148,2147,Women,Soccer,Phantom Gt,XL,2.0,6320.59,0.5,0.0,2024-09-14,Online,Hyderabad,-426.53,0.0,False,True,True,True,False,False,6320.59,-6320.59,False
149,2148,Men,Basketball,Kyrie Flytrap,,3.0,5066.14,0.5,0.0,2025-06-19,Online,Hyderabad,520.55,0.0,True,False,True,True,False,False,7599.21,-7599.21,False
150,2149,Women,Running,Pegasus Turbo,,2.0,5644.675,0.5,0.0,2025-05-20,Online,Kolkata,-595.69,0.0,True,False,True,True,False,False,5644.68,-5644.68,False
151,2150,Women,Basketball,Lebron 20,M,2.0,3313.21,0.48,3445.74,2025-07-06,Online,Bengaluru,3221.62,3445.74,False,False,False,False,False,False,3445.74,0.0,True
152,2151,Kids,Soccer,Tiempo Legend,L,4.0,5619.75,0.5,0.0,2025-05-27,Online,Bengaluru,2000.85,0.0,False,False,False,True,False,False,11239.5,-11239.5,False
153,2152,Women,Running,Free Rn,8,2.0,6293.58,0.5,0.0,,Online,Bengaluru,3819.41,0.0,True,False,True,True,False,True,6293.58,-6293.58,False
154,2153,Men,Running,React Infinity,,3.0,6492.155000000001,0.09,0.0,2024-08-18,Retail,Pune,1246.58,0.0,False,True,True,False,False,False,17723.58,-17723.58,False
