Sales_ID,Order_ID,Gender_Category,Product_Line,Product_Name,Size,Units_Sold,MRP,Discount_Applied,Revenue,Order_Date,Sales_Channel,Region,Profit,Original_Revenue,Units_Was_Missing,Units_Was_Invalid,MRP_Was_Missing,Discount_Was_Missing,Discount_Was_Invalid,Date_Was_Missing,Calculated_Revenue,Revenue_Difference,Revenue_Match,rejection_reason,warning_reason,audit_note,Duplicate_Order_ID,Revenue_Mismatch,Record_Status
54,2053,Men,Lifestyle,Air Force 1,XL,3.0,6009.58,0.5,0.0,2024-02-10 00:00:00.000000,Online,Delhi,3384.92,0.0,0,0,0,1,0,0,9014.37,-9014.37,0,,,,False,True,Valid
55,2054,Women,Training,Flex Trainer,11,3.0,6383.55,0.5,0.0,2025-06-23 00:00:00.000000,Online,Mumbai,-549.76,0.0,0,1,1,1,0,0,9575.33,-9575.33,0,,,,False,True,Valid
56,2055,Men,Basketball,Kyrie Flytrap,L,3.0,5066.14,0.5,0.0,2024-10-26 00:00:00.000000,Online,Hyderabad,-1078.76,0.0,1,0,1,1,0,0,7599.21,-7599.21,0,,,,False,True,Valid
57,2056,Men,Running,React Infinity,L,3.0,6492.155000000001,0.48,0.0,2024-05-31 00:00:00.000000,Retail,Bengaluru,-244.44,0.0,0,0,1,1,0,0,10127.76,-10127.76,0,,,,False,True,Valid
60,2059,Kids,Soccer,Phantom Gt,,2.0,9507.54,0.48,0.0,2023-12-27 00:00:00.000000,Retail,Delhi,291.28,0.0,0,1,0,1,0,0,9887.84,-9887.84,0,,,,False,True,Valid
61,2060,Men,Lifestyle,Waffle One,L,2.0,7979.26,0.5,0.0,2024-11-07 00:00:00.000000,Online,Bengaluru,2821.59,0.0,0,0,0,1,0,0,7979.26,-7979.26,0,,,,False,True,Valid
62,2061,Women,Basketball,Lebron 20,L,2.0,6431.1900000000005,0.5,0.0,2024-09-10 00:00:00.000000,Online,Mumbai,-501.68,0.0,1,0,1,1,0,0,6431.19,-6431.19,0,,,,False,True,Valid
63,2062,Men,Basketball,Air Jordan,,2.0,6235.71,0.5,0.0,2025-06-06 00:00:00.000000,Online,Bengaluru,1823.91,0.0,0,0,1,1,0,0,6235.71,-6235.71,0,,,,False,True,Valid
64,2063,Women,Basketball,Air Jordan,M,1.0,9751.0,0.16,8190.84,2024-09-06 00:00:00.000000,Retail,Pune,1130.31,8190.84,0,0,0,0,0,0,8190.84,0.0,1,,,,False,False,Valid
65,2064,Kids,Running,React Infinity,L,2.0,7557.71,0.5,0.0,2025-02-03 00:00:00.000000,Online,Bengaluru,3277.44,0.0,0,0,0,1,0,0,7557.71,-7557.71,0,,,,False,True,Valid
66,2065,Women,Lifestyle,Waffle One,10,2.0,5637.46,0.78,0.0,2024-11-02 00:00:00.000000,Retail,Hyderabad,21.58,0.0,1,0,1,0,0,0,2480.48,-2480.48,0,,,,False,True,Valid
67,2066,Men,Soccer,Phantom Gt,XL,2.0,5259.05,0.5,0.0,2024-10-12 00:00:00.000000,Online,Mumbai,1022.82,0.0,0,1,0,1,0,0,5259.05,-5259.05,0,,,,False,True,Valid
68,2067,Kids,Basketball,Lebron 20,L,4.0,3588.38,0.5,0.0,2025-05-06 00:00:00.000000,Online,Kolkata,161.5,0.0,0,0,0,1,0,0,7176.76,-7176.76,0,,,,False,True,Valid
69,2068,Men,Running,Free Rn,,4.0,2553.29,0.48,0.0,2024-05-12 00:00:00.000000,Retail,Mumbai,984.9,0.0,0,0,0,1,0,0,5310.84,-5310.84,0,,,,False,True,Valid
70,2069,Women,Training,Superrep Go,,3.0,7502.24,0.5,0.0,2025-07-14 00:00:00.000000,Online,Pune,3554.58,0.0,1,0,0,1,0,0,11253.36,-11253.36,0,,,,False,True,Valid
72,2071,Kids,Lifestyle,Blazer Mid,M,3.0,7849.81,0.49,12010.21,2025-12-01 00:00:00.000000,Retail,Pune,-882.96,12010.21,0,0,0,0,0,0,12010.21,0.0,1,,,,False,False,Valid
74,2073,Women,Lifestyle,Blazer Mid,12,4.0,6383.24,0.85,0.0,2024-11-03 00:00:00.000000,Online,Hyderabad,443.86,0.0,0,0,1,0,0,0,3829.94,-3829.94,0,,,,False,True,Valid
76,2075,Kids,Basketball,Air Jordan,L,4.0,4251.74,0.5,0.0,2025-07-14 00:00:00.000000,Online,Pune,2345.35,0.0,0,0,0,1,0,0,8503.48,-8503.48,0,,,,False,True,Valid
77,2076,Women,Training,Zoomx Invincible,11,2.0,6897.68,0.48,0.0,2024-10-13 00:00:00.000000,Retail,Bengaluru,2011.25,0.0,1,0,1,1,0,0,7173.59,-7173.59,0,,,,False,True,Valid
78,2077,Men,Training,Zoomx Invincible,L,2.5,6897.68,0.5,0.0,2023-11-21 00:00:00.000000,Online,Pune,3332.66,0.0,1,0,1,1,0,0,8622.1,-8622.1,0,,,,False,True,Valid
80,2079,Men,Running,Pegasus Turbo,XL,2.0,4322.06,0.5,0.0,2025-01-19 00:00:00.000000,Online,Bengaluru,279.78,0.0,0,1,0,1,0,0,4322.06,-4322.06,0,,,,False,True,Valid
81,2080,Men,Lifestyle,Blazer Mid,L,2.5,6383.24,0.5,0.0,2025-03-31 00:00:00.000000,Online,Bengaluru,-1005.89,0.0,1,0,1,1,0,0,7979.05,-7979.05,0,,,,False,True,Valid
84,2083,Men,Running,Free Rn,,2.0,9291.74,0.48,0.0,2024-10-14 00:00:00.000000,Retail,Delhi,-981.21,0.0,1,0,0,1,0,0,9663.41,-9663.41,0,,,,False,True,Valid
85,2084,Men,Training,Metcon 7,M,2.0,5890.69,0.5,0.0,2023-12-24 00:00:00.000000,Online,Mumbai,408.39,0.0,0,0,1,1,0,0,5890.69,-5890.69,0,,,,False,True,Valid
86,2085,Men,Basketball,Kyrie Flytrap,,2.0,7561.85,0.48,0.0,2024-12-17 00:00:00.000000,Retail,Kolkata,98.72,0.0,1,0,0,1,0,0,7864.32,-7864.32,0,,,,False,True,Valid
87,2086,Men,Soccer,Mercurial Superfly,L,2.5,6569.65,0.45,0.0,2024-11-10 00:00:00.000000,Online,Kolkata,1742.66,0.0,0,1,1,0,0,0,9033.27,-9033.27,0,,,,False,True,Valid
88,2087,Kids,Basketball,Zoom Freak,,2.0,4656.28,0.5,0.0,2024-01-11 00:00:00.000000,Online,Kolkata,3777.5,0.0,1,0,0,1,0,0,4656.28,-4656.28,0,,,,False,True,Valid
89,2088,Women,Running,Free Rn,XL,4.0,6293.58,0.5,0.0,2025-04-26 00:00:00.000000,Online,Bengaluru,2702.93,0.0,0,0,1,1,0,0,12587.16,-12587.16,0,,,,False,True,Valid
90,2089,Women,Training,Flex Trainer,L,2.0,6874.77,0.6,5499.82,2024-12-02 00:00:00.000000,Online,Mumbai,-1076.66,5499.82,0,0,0,0,0,0,5499.82,0.0,1,,,,False,False,Valid
95,2094,Kids,Training,Flex Trainer,10,1.0,4276.36,0.48,0.0,2024-11-10 00:00:00.000000,Retail,Delhi,2974.58,0.0,0,0,0,1,0,0,2223.71,-2223.71,0,,,,False,True,Valid
96,2095,Men,Lifestyle,Waffle One,M,3.0,5637.46,0.5,0.0,2024-10-16 00:00:00.000000,Online,Delhi,880.57,0.0,1,0,1,1,0,0,8456.19,-8456.19,0,,,,False,True,Valid
97,2096,Men,Running,Pegasus Turbo,XL,2.0,5644.675,0.5,0.0,2024-12-24 00:00:00.000000,Online,Kolkata,288.66,0.0,0,0,1,1,0,0,5644.68,-5644.68,0,,,,False,True,Valid
99,2098,Men,Training,Zoomx Invincible,L,2.5,5690.69,0.69,0.0,2024-01-24 00:00:00.000000,Online,Hyderabad,98.3,0.0,1,0,0,0,0,0,4410.28,-4410.28,0,,,,False,True,Valid
100,2099,Kids,Soccer,Mercurial Superfly,M,2.0,6569.65,0.32,0.0,2025-02-01 00:00:00.000000,Retail,Mumbai,360.97,0.0,0,0,1,0,0,0,8934.72,-8934.72,0,,,,False,True,Valid
101,2100,Kids,Soccer,Phantom Gt,8,1.0,5937.52,0.48,0.0,2025-11-07 00:00:00.000000,Retail,Mumbai,2287.57,0.0,0,0,0,1,0,0,3087.51,-3087.51,0,,,,False,True,Valid
102,2101,Kids,Running,Free Rn,XL,2.0,2010.07,0.5,0.0,2025-03-07 00:00:00.000000,Online,Hyderabad,3398.01,0.0,1,0,0,1,0,0,2010.07,-2010.07,0,,,,False,True,Valid
103,2102,Women,Soccer,Mercurial Superfly,XL,2.5,6569.65,0.77,0.0,2025-04-10 00:00:00.000000,Online,Pune,284.17,0.0,0,1,1,0,0,0,3777.55,-3777.55,0,,,,False,True,Valid
104,2103,Women,Basketball,Lebron 20,XL,2.0,6777.88,0.5,0.0,2025-08-01 00:00:00.000000,Online,Kolkata,469.61,0.0,0,1,0,1,0,0,6777.88,-6777.88,0,,,,False,True,Valid
106,2105,Kids,Training,Metcon 7,,2.0,5744.7,0.48,0.0,2024-11-17 00:00:00.000000,Retail,Mumbai,1716.04,0.0,0,0,0,1,0,0,5974.49,-5974.49,0,,,,False,True,Valid
108,2107,Women,Running,React Infinity,M,4.0,6492.155000000001,0.5,0.0,2024-08-30 00:00:00.000000,Online,Hyderabad,-184.69,0.0,0,0,1,1,0,0,12984.31,-12984.31,0,,,,False,True,Valid
109,2108,Kids,Lifestyle,Air Force 1,XL,2.0,6323.09,0.27,0.0,2024-11-15 00:00:00.000000,Retail,Mumbai,-338.77,0.0,1,0,1,0,0,0,9231.71,-9231.71,0,,,,False,True,Valid
110,2109,Kids,Basketball,Zoom Freak,M,3.0,6435.66,0.48,0.0,2025-01-29 00:00:00.000000,Retail,Kolkata,3791.88,0.0,0,1,1,1,0,0,10039.63,-10039.63,0,,,,False,True,Valid
111,2110,Kids,Running,Air Zoom,12,1.0,5550.99,0.42,0.0,2024-12-25 00:00:00.000000,Retail,Pune,-259.29,0.0,0,0,1,0,0,0,3219.57,-3219.57,0,,,,False,True,Valid
112,2111,Men,Lifestyle,Waffle One,,2.0,5637.46,0.48,0.0,2024-11-21 00:00:00.000000,Retail,Bengaluru,1326.67,0.0,1,0,1,0,1,0,5862.96,-5862.96,0,,,,False,True,Valid
114,2113,Women,Basketball,Air Jordan,XL,3.0,3939.34,0.48,0.0,2023-12-19 00:00:00.000000,Retail,Pune,2918.93,0.0,1,0,0,1,0,0,6145.37,-6145.37,0,,,,False,True,Valid
117,2116,Women,Basketball,Lebron 20,,2.0,4038.32,0.5,0.0,2024-08-27 00:00:00.000000,Online,Hyderabad,2088.55,0.0,1,0,0,0,1,0,4038.32,-4038.32,0,,,,False,True,Valid
118,2117,Women,Training,Superrep Go,L,3.0,7645.96,0.5,0.0,2024-10-30 00:00:00.000000,Online,Pune,2037.43,0.0,0,1,0,1,0,0,11468.94,-11468.94,0,,,,False,True,Valid
119,2118,Kids,Basketball,Zoom Freak,XL,2.0,8426.54,0.5,0.0,2023-09-21 00:00:00.000000,Online,Hyderabad,2696.85,0.0,0,0,0,1,0,0,8426.54,-8426.54,0,,,,False,True,Valid
120,2119,Women,Training,Metcon 7,11,2.0,5890.69,0.41,0.0,2025-04-05 00:00:00.000000,Retail,Kolkata,2887.81,0.0,0,1,1,0,0,0,6951.01,-6951.01,0,,,,False,True,Valid
121,2120,Men,Soccer,Phantom Gt,12,2.0,6320.59,0.48,0.0,2024-12-14 00:00:00.000000,Retail,Pune,-328.0,0.0,1,0,1,1,0,0,6573.41,-6573.41,0,,,,False,True,Valid
124,2123,Men,Running,Air Zoom,L,2.0,5550.99,0.48,0.0,2024-09-15 00:00:00.000000,Retail,Hyderabad,2195.52,0.0,1,0,1,1,0,0,5773.03,-5773.03,0,,,,False,True,Valid
125,2124,Kids,Basketball,Kyrie Flytrap,L,3.0,6436.11,0.5,0.0,2025-07-04 00:00:00.000000,Online,Kolkata,432.04,0.0,1,0,0,0,1,0,9654.16,-9654.16,0,,,,False,True,Valid
126,2125,Women,Soccer,Tiempo Legend,M,2.0,6045.785,0.48,0.0,2024-12-10 00:00:00.000000,Retail,Hyderabad,1051.22,0.0,1,0,1,1,0,0,6287.62,-6287.62,0,,,,False,True,Valid
127,2126,Kids,Running,Pegasus Turbo,L,2.0,5399.58,0.48,0.0,2024-12-14 00:00:00.000000,Retail,Pune,2508.34,0.0,0,1,0,1,0,0,5615.56,-5615.56,0,,,,False,True,Valid
128,2127,Men,Training,Metcon 7,L,2.0,4020.5,0.5,0.0,2023-08-19 00:00:00.000000,Online,Mumbai,3718.37,0.0,0,1,0,1,0,0,4020.5,-4020.5,0,,,,False,True,Valid
131,2130,Men,Soccer,Premier Iii,10,3.0,5773.245,0.24,0.0,2024-09-14 00:00:00.000000,Online,Bengaluru,2962.75,0.0,0,0,1,0,0,0,13163.0,-13163.0,0,,,,False,True,Valid
134,2133,Men,Training,Metcon 7,XL,2.0,6789.53,0.48,0.0,2024-10-10 00:00:00.000000,Retail,Pune,-166.81,0.0,1,0,0,1,0,0,7061.11,-7061.11,0,,,,False,True,Valid
135,2134,Men,Training,Zoomx Invincible,M,2.5,4738.62,0.5,0.0,2024-08-06 00:00:00.000000,Online,Hyderabad,1009.28,0.0,1,0,0,1,0,0,5923.28,-5923.28,0,,,,False,True,Valid
136,2135,Men,Basketball,Zoom Freak,L,2.0,9106.61,0.74,4735.44,2024-03-11 00:00:00.000000,Retail,Hyderabad,2422.38,4735.44,0,0,0,0,0,0,4735.44,0.0,1,,,,False,False,Valid
137,2136,Kids,Training,Zoomx Invincible,L,1.0,6897.68,0.5,0.0,2024-09-15 00:00:00.000000,Online,Pune,3672.24,0.0,0,0,1,1,0,0,3448.84,-3448.84,0,,,,False,True,Valid
138,2137,Men,Soccer,Phantom Gt,,2.0,5222.02,0.95,0.0,2025-12-01 00:00:00.000000,Online,Delhi,1796.76,0.0,0,1,0,0,0,0,522.2,-522.2,0,,,,False,True,Valid
139,2138,Men,Running,Pegasus Turbo,11,2.0,8055.2,0.5,0.0,2025-06-14 00:00:00.000000,Online,Mumbai,1840.09,0.0,0,0,0,1,0,0,8055.2,-8055.2,0,,,,False,True,Valid
140,2139,Women,Basketball,Air Jordan,M,3.0,6235.71,0.48,0.0,2025-06-19 00:00:00.000000,Retail,Mumbai,-334.52,0.0,1,0,1,1,0,0,9727.71,-9727.71,0,,,,False,True,Valid
141,2140,Men,Basketball,Zoom Freak,M,2.0,6765.74,0.5,0.0,2025-04-28 00:00:00.000000,Online,Bengaluru,-875.45,0.0,1,0,0,1,0,0,6765.74,-6765.74,0,,,,False,True,Valid
142,2141,Kids,Soccer,Tiempo Legend,,2.0,6045.785,0.48,0.0,2023-11-22 00:00:00.000000,Retail,Kolkata,-1032.47,0.0,1,0,1,0,1,0,6287.62,-6287.62,0,,,,False,True,Valid
143,2142,Kids,Soccer,Mercurial Superfly,,2.0,6569.65,0.48,0.0,2024-03-10 00:00:00.000000,Retail,Kolkata,-995.59,0.0,1,0,1,1,0,0,6832.44,-6832.44,0,,,,False,True,Valid
144,2143,Kids,Training,Zoomx Invincible,L,2.5,6897.68,0.5,0.0,2025-10-03 00:00:00.000000,Online,Delhi,1006.66,0.0,0,1,1,1,0,0,8622.1,-8622.1,0,,,,False,True,Valid
145,2144,Women,Lifestyle,Waffle One,,4.0,5637.46,0.5,0.0,2025-03-30 00:00:00.000000,Online,Kolkata,2385.1,0.0,0,0,1,1,0,0,11274.92,-11274.92,0,,,,False,True,Valid
146,2145,Men,Lifestyle,Blazer Mid,6,2.5,6383.24,0.67,0.0,2024-07-30 00:00:00.000000,Online,Bengaluru,1335.45,0.0,0,1,1,0,0,0,5266.17,-5266.17,0,,,,False,True,Valid
147,2146,Kids,Basketball,Air Jordan,XL,3.0,6235.71,0.48,0.0,2025-02-15 00:00:00.000000,Retail,Mumbai,-908.85,0.0,1,0,1,0,1,0,9727.71,-9727.71,0,,,,False,True,Valid
148,2147,Women,Soccer,Phantom Gt,XL,2.0,6320.59,0.5,0.0,2024-09-14 00:00:00.000000,Online,Hyderabad,-426.53,0.0,0,1,1,1,0,0,6320.59,-6320.59,0,,,,False,True,Valid
149,2148,Men,Basketball,Kyrie Flytrap,,3.0,5066.14,0.5,0.0,2025-06-19 00:00:00.000000,Online,Hyderabad,520.55,0.0,1,0,1,1,0,0,7599.21,-7599.21,0,,,,False,True,Valid
150,2149,Women,Running,Pegasus Turbo,,2.0,5644.675,0.5,0.0,2025-05-20 00:00:00.000000,Online,Kolkata,-595.69,0.0,1,0,1,1,0,0,5644.68,-5644.68,0,,,,False,True,Valid
151,2150,Women,Basketball,Lebron 20,M,2.0,3313.21,0.48,3445.74,2025-07-06 00:00:00.000000,Online,Bengaluru,3221.62,3445.74,0,0,0,0,0,0,3445.74,0.0,1,,,,False,False,Valid
152,2151,Kids,Soccer,Tiempo Legend,L,4.0,5619.75,0.5,0.0,2025-05-27 00:00:00.000000,Online,Bengaluru,2000.85,0.0,0,0,0,1,0,0,11239.5,-11239.5,0,,,,False,True,Valid
154,2153,Men,Running,React Infinity,,3.0,6492.155000000001,0.09,0.0,2024-08-18 00:00:00.000000,Retail,Pune,1246.58,0.0,0,1,1,0,0,0,17723.58,-17723.58,0,,,,False,True,Valid
155,2154,Kids,Lifestyle,Blazer Mid,XL,2.5,2963.16,0.5,0.0,2025-01-04 00:00:00.000000,Online,Bengaluru,2381.85,0.0,1,0,0,1,0,0,3703.95,-3703.95,0,,,,False,True,Valid
157,2156,Men,Soccer,Tiempo Legend,M,3.0,6045.785,0.5,0.0,2024-08-31 00:00:00.000000,Online,Pune,-286.07,0.0,0,1,1,1,0,0,9068.68,-9068.68,0,,,,False,True,Valid
158,2157,Kids,Soccer,Premier Iii,,1.0,5773.245,0.5,0.0,2025-04-29 00:00:00.000000,Online,Delhi,-701.01,0.0,0,0,1,1,0,0,2886.62,-2886.62,0,,,,False,True,Valid
159,2158,Women,Running,React Infinity,M,3.0,6492.155000000001,0.5,0.0,2025-01-28 00:00:00.000000,Online,Mumbai,514.79,0.0,0,1,1,0,0,0,9738.23,-9738.23,0,,,,False,True,Valid
161,2160,Kids,Running,Air Zoom,XL,2.0,5550.99,0.48,0.0,2025-01-03 00:00:00.000000,Retail,Mumbai,3744.91,0.0,1,0,1,1,0,0,5773.03,-5773.03,0,,,,False,True,Valid
164,2163,Men,Lifestyle,Dunk Low,7,3.0,6202.99,0.48,0.0,2025-06-03 00:00:00.000000,Retail,Hyderabad,3344.98,0.0,1,0,1,0,1,0,9676.66,-9676.66,0,,,,False,True,Valid
165,2164,Women,Soccer,Mercurial Superfly,8,2.5,6569.65,0.95,0.0,2024-10-23 00:00:00.000000,Online,Pune,-872.9,0.0,0,1,1,0,0,0,821.21,-821.21,0,,,,False,True,Valid
166,2165,Kids,Training,Superrep Go,L,4.0,4577.65,0.48,0.0,2024-11-11 00:00:00.000000,Retail,Kolkata,2460.19,0.0,0,0,0,1,0,0,9521.51,-9521.51,0,,,,False,True,Valid
167,2166,Women,Lifestyle,Air Force 1,M,3.0,7312.38,0.5,0.0,2025-02-01 00:00:00.000000,Online,Mumbai,3364.05,0.0,1,0,0,1,0,0,10968.57,-10968.57,0,,,,False,True,Valid
169,2168,Women,Running,Pegasus Turbo,,2.0,5644.675,0.85,0.0,2024-01-08 00:00:00.000000,Retail,Kolkata,3011.49,0.0,1,0,1,0,0,0,1693.4,-1693.4,0,,,,False,True,Valid
170,2169,Kids,Training,Flex Trainer,,4.0,4046.05,0.01,16022.36,2024-12-14 00:00:00.000000,Retail,Delhi,1057.58,16022.36,0,0,0,0,0,0,16022.36,0.0,1,,,,False,False,Valid
171,2170,Kids,Lifestyle,Air Force 1,M,3.0,6323.09,0.5,0.0,2025-06-28 00:00:00.000000,Online,Kolkata,3218.82,0.0,0,1,1,1,0,0,9484.64,-9484.64,0,,,,False,True,Valid
173,2172,Women,Training,Zoomx Invincible,M,2.5,7988.99,0.5,0.0,2024-12-17 00:00:00.000000,Online,Bengaluru,-909.86,0.0,1,0,0,0,1,0,9986.24,-9986.24,0,,,,False,True,Valid
174,2173,Men,Running,Free Rn,L,2.0,6620.78,0.5,0.0,2025-03-29 00:00:00.000000,Online,Bengaluru,3770.03,0.0,0,1,0,1,0,0,6620.78,-6620.78,0,,,,False,True,Valid
177,2176,Men,Soccer,Mercurial Superfly,,4.0,6569.65,0.5,0.0,2025-01-04 00:00:00.000000,Online,Bengaluru,3908.28,0.0,0,0,1,1,0,0,13139.3,-13139.3,0,,,,False,True,Valid
178,2177,Women,Lifestyle,Waffle One,XL,2.0,5637.46,0.48,0.0,2025-06-27 00:00:00.000000,Retail,Mumbai,885.37,0.0,1,0,1,1,0,0,5862.96,-5862.96,0,,,,False,True,Valid
179,2178,Men,Running,Free Rn,,1.0,6293.58,0.48,0.0,2024-10-28 00:00:00.000000,Retail,Bengaluru,-983.37,0.0,0,0,1,1,0,0,3272.66,-3272.66,0,,,,False,True,Valid
180,2179,Women,Training,Zoomx Invincible,M,3.0,6897.68,0.48,0.0,2024-01-26 00:00:00.000000,Retail,Pune,3135.92,0.0,0,0,1,1,0,0,10760.38,-10760.38,0,,,,False,True,Valid
181,2180,Women,Basketball,Lebron 20,XL,2.0,6431.1900000000005,0.5,0.0,2024-05-15 00:00:00.000000,Online,Pune,2189.84,0.0,1,0,1,1,0,0,6431.19,-6431.19,0,,,,False,True,Valid
182,2181,Women,Lifestyle,Air Force 1,XL,2.0,6323.09,0.48,0.0,2025-06-01 00:00:00.000000,Retail,Delhi,419.58,0.0,0,0,1,1,0,0,6576.01,-6576.01,0,,,,False,True,Valid
186,2185,Women,Training,Zoomx Invincible,XL,4.0,4207.44,0.59,6900.2,2025-08-06 00:00:00.000000,Online,Kolkata,-615.48,6900.2,0,0,0,0,0,0,6900.2,0.0,1,,,,False,False,Valid
188,2187,Men,Running,React Infinity,L,3.0,7795.32,0.5,0.0,2024-11-09 00:00:00.000000,Online,Mumbai,2402.99,0.0,1,0,0,1,0,0,11692.98,-11692.98,0,,,,False,True,Valid
190,2189,Men,Training,Superrep Go,L,3.0,5280.57,0.9,0.0,2024-02-10 00:00:00.000000,Online,Hyderabad,3628.46,0.0,0,0,1,0,0,0,1584.17,-1584.17,0,,,,False,True,Valid
192,2191,Men,Lifestyle,Air Force 1,8,3.0,6323.09,0.48,0.0,2024-09-28 00:00:00.000000,Retail,Pune,-1032.88,0.0,0,0,1,1,0,0,9864.02,-9864.02,0,,,,False,True,Valid
193,2192,Men,Basketball,Kyrie Flytrap,XL,2.0,5066.14,0.48,0.0,2023-10-13 00:00:00.000000,Retail,Delhi,554.91,0.0,0,1,1,1,0,0,5268.79,-5268.79,0,,,,False,True,Valid
194,2193,Women,Lifestyle,Waffle One,XL,2.0,5637.46,0.48,0.0,2025-01-17 00:00:00.000000,Retail,Delhi,1803.66,0.0,0,1,1,0,1,0,5862.96,-5862.96,0,,,,False,True,Valid
195,2194,Men,Soccer,Mercurial Superfly,M,2.5,6196.01,0.5,0.0,2024-10-27 00:00:00.000000,Online,Hyderabad,926.03,0.0,1,0,0,1,0,0,7745.01,-7745.01,0,,,,False,True,Valid
197,2196,Kids,Soccer,Premier Iii,L,2.0,2708.73,0.5,0.0,2025-06-30 00:00:00.000000,Online,Delhi,925.63,0.0,0,0,0,1,0,0,2708.73,-2708.73,0,,,,False,True,Valid
198,2197,Kids,Training,Zoomx Invincible,L,3.0,6897.68,0.5,0.0,2024-06-10 00:00:00.000000,Online,Bengaluru,-418.5,0.0,0,0,1,1,0,0,10346.52,-10346.52,0,,,,False,True,Valid
199,2198,Men,Training,Superrep Go,7,4.0,5280.57,0.65,0.0,2025-05-01 00:00:00.000000,Online,Pune,-169.33,0.0,0,0,1,0,0,0,7392.8,-7392.8,0,,,,False,True,Valid
202,2201,Women,Training,Superrep Go,11,3.0,5280.57,0.5,0.0,2024-10-05 00:00:00.000000,Online,Mumbai,1403.56,0.0,1,0,1,1,0,0,7920.86,-7920.86,0,,,,False,True,Valid
203,2202,Men,Basketball,Kyrie Flytrap,M,2.0,7918.93,0.48,475.14,2025-04-07 00:00:00.000000,Retail,Bengaluru,1994.42,475.14,0,1,0,0,1,0,8235.69,-7760.55,0,,,,False,True,Valid
205,2204,Men,Basketball,Lebron 20,7,2.0,7660.41,0.5,0.0,2025-05-17 00:00:00.000000,Online,Delhi,2076.75,0.0,1,0,0,1,0,0,7660.41,-7660.41,0,,,,False,True,Valid
206,2205,Women,Running,React Infinity,XL,3.0,6492.155000000001,0.48,0.0,2025-04-24 00:00:00.000000,Retail,Pune,-467.52,0.0,0,1,1,1,0,0,10127.76,-10127.76,0,,,,False,True,Valid
210,2209,Kids,Training,Superrep Go,,2.5,5280.57,0.48,0.0,2024-01-09 00:00:00.000000,Retail,Hyderabad,1956.7,0.0,1,0,1,1,0,0,6864.74,-6864.74,0,,,,False,True,Valid
211,2210,Men,Lifestyle,Blazer Mid,XL,3.0,6383.24,0.48,0.0,2024-08-09 00:00:00.000000,Retail,Kolkata,701.02,0.0,1,0,1,1,0,0,9957.85,-9957.85,0,,,,False,True,Valid
