Sales_ID,Order_ID,Gender_Category,Product_Line,Product_Name,Size,Units_Sold,MRP,Discount_Applied,Revenue,Order_Date,Sales_Channel,Region,Profit,Original_Revenue,Units_Was_Missing,Units_Was_Invalid,MRP_Was_Missing,Discount_Was_Missing,Discount_Was_Invalid,Date_Was_Missing,Calculated_Revenue,Revenue_Difference,Revenue_Match,rejection_reason,warning_reason,audit_note,Duplicate_Order_ID,Revenue_Mismatch,Record_Status
23,2022,Women,Soccer,Premier Iii,M,2.0,5773.245,0.5,0.0,2024-09-24 00:00:00.000000,Online,Pune,3427.16,0.0,1,0,1,1,0,0,5773.24,-5773.24,0,,Duplicate Order_ID,,True,True,Warning
24,2023,Men,Lifestyle,Waffle One,M,3.0,5003.95,0.5,0.0,2025-01-10 00:00:00.000000,Online,Mumbai,1498.37,0.0,1,0,0,1,0,0,7505.92,-7505.92,0,,Duplicate Order_ID,,True,True,Warning
27,2026,Kids,Lifestyle,Blazer Mid,XL,1.0,6383.24,0.16,0.0,2024-10-08 00:00:00.000000,Retail,Kolkata,2301.64,0.0,0,0,1,0,0,0,5361.92,-5361.92,0,,Duplicate Order_ID,,True,True,Warning
30,2029,Men,Training,Zoomx Invincible,12,2.5,6897.68,0.5,0.0,2023-10-28 00:00:00.000000,Online,Bengaluru,-185.67,0.0,0,1,1,1,0,0,8622.1,-8622.1,0,,Duplicate Order_ID,,True,True,Warning
31,2030,Men,Soccer,Phantom Gt,XL,2.0,6320.59,0.48,0.0,2025-07-14 00:00:00.000000,Retail,Hyderabad,-122.93,0.0,1,0,1,0,1,0,6573.41,-6573.41,0,,Duplicate Order_ID,,True,True,Warning
32,2031,Men,Soccer,Premier Iii,,4.0,3493.04,0.82,2514.99,2024-09-05 00:00:00.000000,Online,Delhi,350.7,2514.99,0,0,0,0,0,0,2514.99,0.0,1,,Duplicate Order_ID,,True,False,Warning
33,2032,Women,Lifestyle,Blazer Mid,XL,1.0,6383.24,0.48,0.0,2025-04-11 00:00:00.000000,Retail,Mumbai,-555.16,0.0,0,0,1,0,1,0,3319.28,-3319.28,0,,Duplicate Order_ID,,True,True,Warning
36,2035,Kids,Basketball,Zoom Freak,,4.0,6435.66,0.38,0.0,2024-11-17 00:00:00.000000,Online,Bengaluru,2914.83,0.0,0,0,1,0,0,0,15960.44,-15960.44,0,,Duplicate Order_ID,,True,True,Warning
37,2036,Men,Training,Metcon 7,,3.0,5890.69,0.48,0.0,2025-02-15 00:00:00.000000,Retail,Bengaluru,-143.8,0.0,0,0,1,1,0,0,9189.48,-9189.48,0,,Duplicate Order_ID,,True,True,Warning
41,2002,Women,Basketball,Zoom Freak,XL,3.0,5075.22,0.48,0.0,2025-03-07 00:00:00.000000,Retail,Delhi,145.08,0.0,0,0,0,1,0,0,7917.34,-7917.34,0,,Duplicate Order_ID,,True,True,Warning
42,2041,Kids,Soccer,Tiempo Legend,12,3.0,5553.88,0.5,0.0,2025-05-03 00:00:00.000000,Online,Hyderabad,2371.66,0.0,1,0,0,1,0,0,8330.82,-8330.82,0,,Duplicate Order_ID,,True,True,Warning
43,2042,Women,Basketball,Kyrie Flytrap,L,3.0,5066.14,0.5,0.0,2025-04-19 00:00:00.000000,Online,Hyderabad,-862.16,0.0,1,0,1,1,0,0,7599.21,-7599.21,0,,Duplicate Order_ID,,True,True,Warning
44,2043,Men,Soccer,Premier Iii,XL,2.5,3492.89,0.77,0.0,2024-02-05 00:00:00.000000,Retail,Delhi,3770.75,0.0,1,0,0,0,0,0,2008.41,-2008.41,0,,Duplicate Order_ID,,True,True,Warning
45,2044,Kids,Training,Superrep Go,,3.0,5280.57,0.5,0.0,2023-06-09 00:00:00.000000,Online,Delhi,2174.71,0.0,1,0,1,1,0,0,7920.86,-7920.86,0,,Duplicate Order_ID,,True,True,Warning
46,2045,Kids,Lifestyle,Dunk Low,XL,4.0,6202.99,0.48,0.0,2025-06-04 00:00:00.000000,Retail,Delhi,1833.94,0.0,0,0,1,1,0,0,12902.22,-12902.22,0,,Duplicate Order_ID,,True,True,Warning
48,2047,Women,Training,Superrep Go,10,1.0,8577.75,0.48,0.0,2024-06-13 00:00:00.000000,Retail,Bengaluru,2888.68,0.0,0,0,0,1,0,0,4460.43,-4460.43,0,,Duplicate Order_ID,,True,True,Warning
49,2048,Women,Basketball,Air Jordan,XL,2.0,6235.71,0.5,0.0,2024-10-27 00:00:00.000000,Online,Bengaluru,2875.86,0.0,1,0,1,1,0,0,6235.71,-6235.71,0,,Duplicate Order_ID,,True,True,Warning
58,2048,Men,Lifestyle,Waffle One,M,3.0,6216.29,0.94,1118.93,2024-09-14 00:00:00.000000,Online,Mumbai,-642.02,1118.93,0,0,0,0,0,0,1118.93,0.0,1,,Duplicate Order_ID,,True,False,Warning
83,2028,Men,Running,Free Rn,,2.0,6293.58,0.21,0.0,2024-02-14 00:00:00.000000,Online,Hyderabad,3303.01,0.0,0,1,1,0,0,0,9943.86,-9943.86,0,,Duplicate Order_ID,,True,True,Warning
122,2000,Kids,Running,React Infinity,M,3.0,6492.155000000001,0.48,0.0,2023-11-20 00:00:00.000000,Retail,Kolkata,929.75,0.0,0,1,1,1,0,0,10127.76,-10127.76,0,,Duplicate Order_ID,,True,True,Warning
172,2022,Women,Lifestyle,Air Force 1,L,2.0,9378.52,0.48,0.0,2023-10-29 00:00:00.000000,Retail,Mumbai,128.92,0.0,1,0,0,0,1,0,9753.66,-9753.66,0,,Duplicate Order_ID,,True,True,Warning
212,2000,Kids,Training,Metcon 7,,4.0,5890.69,0.94,0.0,2024-02-27 00:00:00.000000,Retail,Bengaluru,2372.82,0.0,0,0,1,0,0,0,1413.77,-1413.77,0,,Duplicate Order_ID,,True,True,Warning
236,2042,Men,Basketball,Kyrie Flytrap,10,1.0,5254.47,0.48,0.0,2025-02-26 00:00:00.000000,Retail,Bengaluru,2459.63,0.0,0,0,0,1,0,0,2732.32,-2732.32,0,,Duplicate Order_ID,,True,True,Warning
252,2046,Men,Basketball,Air Jordan,,2.0,9593.65,0.5,0.0,2025-01-11 00:00:00.000000,Online,Hyderabad,1592.5,0.0,0,0,0,1,0,0,9593.65,-9593.65,0,,Duplicate Order_ID,,True,True,Warning
273,2038,Women,Training,Zoomx Invincible,XL,1.0,7338.57,0.48,0.0,2024-10-21 00:00:00.000000,Retail,Delhi,3680.24,0.0,0,0,0,1,0,0,3816.06,-3816.06,0,,Duplicate Order_ID,,True,True,Warning
295,2012,Women,Soccer,Phantom Gt,,2.0,6320.59,0.48,0.0,2024-09-01 00:00:00.000000,Retail,Hyderabad,-914.59,0.0,1,0,1,1,0,0,6573.41,-6573.41,0,,Duplicate Order_ID,,True,True,Warning
310,2004,Kids,Lifestyle,Dunk Low,M,3.0,6202.99,0.6,0.0,2025-02-23 00:00:00.000000,Retail,Bengaluru,-276.83,0.0,1,0,1,0,0,0,7443.59,-7443.59,0,,Duplicate Order_ID,,True,True,Warning
312,2026,Women,Training,Flex Trainer,M,4.0,6383.55,0.26,0.0,2024-09-25 00:00:00.000000,Online,Delhi,495.62,0.0,0,0,1,0,0,0,18895.31,-18895.31,0,,Duplicate Order_ID,,True,True,Warning
375,2006,Women,Basketball,Zoom Freak,L,3.0,8799.22,0.48,0.0,2023-08-13 00:00:00.000000,Retail,Bengaluru,-1109.57,0.0,0,1,0,1,0,0,13726.78,-13726.78,0,,Duplicate Order_ID,,True,True,Warning
384,2004,Women,Basketball,Lebron 20,,2.0,3272.45,0.5,0.0,2025-02-28 00:00:00.000000,Online,Kolkata,69.68,0.0,0,1,0,1,0,0,3272.45,-3272.45,0,,Duplicate Order_ID,,True,True,Warning
392,2002,Women,Training,Zoomx Invincible,XL,4.0,6820.42,0.48,0.0,2024-03-10 00:00:00.000000,Retail,Kolkata,3842.85,0.0,0,0,0,1,0,0,14186.47,-14186.47,0,,Duplicate Order_ID,,True,True,Warning
401,2025,Kids,Training,Zoomx Invincible,XL,4.0,6743.07,0.5,0.0,2024-09-10 00:00:00.000000,Online,Pune,-277.41,0.0,0,0,0,1,0,0,13486.14,-13486.14,0,,Duplicate Order_ID,,True,True,Warning
402,2012,Kids,Running,Pegasus Turbo,,2.0,9220.15,0.48,0.0,2025-02-04 00:00:00.000000,Retail,Pune,2688.05,0.0,0,1,0,1,0,0,9588.96,-9588.96,0,,Duplicate Order_ID,,True,True,Warning
424,2025,Kids,Training,Flex Trainer,11,2.0,4554.97,0.48,0.0,2025-05-03 00:00:00.000000,Retail,Hyderabad,2802.1,0.0,1,0,0,1,0,0,4737.17,-4737.17,0,,Duplicate Order_ID,,True,True,Warning
449,2003,Women,Lifestyle,Waffle One,XL,2.0,8516.45,0.22,13285.66,2023-09-30 00:00:00.000000,Online,Kolkata,1764.52,13285.66,0,0,0,0,0,0,13285.66,0.0,1,,Duplicate Order_ID,,True,False,Warning
464,2037,Women,Running,React Infinity,XL,3.0,6492.155000000001,0.5,0.0,2024-04-10 00:00:00.000000,Online,Delhi,438.39,0.0,1,0,1,1,0,0,9738.23,-9738.23,0,,Duplicate Order_ID,,True,True,Warning
567,2029,Women,Running,React Infinity,,3.0,7518.66,0.48,0.0,2024-12-16 00:00:00.000000,Retail,Kolkata,2543.37,0.0,1,0,0,1,0,0,11729.11,-11729.11,0,,Duplicate Order_ID,,True,True,Warning
569,2030,Women,Soccer,Mercurial Superfly,,2.0,2298.45,0.48,0.0,2024-09-12 00:00:00.000000,Retail,Kolkata,-240.32,0.0,1,0,0,1,0,0,2390.39,-2390.39,0,,Duplicate Order_ID,,True,True,Warning
597,2030,Men,Soccer,Mercurial Superfly,M,2.5,6569.65,0.7,0.0,2025-03-15 00:00:00.000000,Online,Pune,-1193.55,0.0,0,1,1,0,0,0,4927.24,-4927.24,0,,Duplicate Order_ID,,True,True,Warning
605,2047,Men,Soccer,Phantom Gt,,4.0,6136.45,0.5,0.0,2024-12-17 00:00:00.000000,Online,Kolkata,2790.51,0.0,0,0,0,1,0,0,12272.9,-12272.9,0,,Duplicate Order_ID,,True,True,Warning
646,2022,Kids,Training,Zoomx Invincible,L,3.0,6897.68,0.48,0.0,2024-11-27 00:00:00.000000,Retail,Mumbai,689.62,0.0,0,0,1,1,0,0,10760.38,-10760.38,0,,Duplicate Order_ID,,True,True,Warning
671,2027,Men,Soccer,Premier Iii,12,4.0,7204.01,0.48,0.0,2025-06-15 00:00:00.000000,Retail,Delhi,3951.42,0.0,0,0,0,1,0,0,14984.34,-14984.34,0,,Duplicate Order_ID,,True,True,Warning
689,2031,Women,Soccer,Phantom Gt,L,2.0,6320.59,0.5,0.0,2024-12-07 00:00:00.000000,Online,Mumbai,3119.37,0.0,1,0,1,1,0,0,6320.59,-6320.59,0,,Duplicate Order_ID,,True,True,Warning
715,2026,Women,Running,Air Zoom,,2.0,2491.06,0.48,0.0,2024-09-04 00:00:00.000000,Retail,Bengaluru,1660.44,0.0,1,0,0,1,0,0,2590.7,-2590.7,0,,Duplicate Order_ID,,True,True,Warning
729,2018,Kids,Soccer,Tiempo Legend,L,2.0,6045.785,0.48,0.0,2025-02-15 00:00:00.000000,Retail,Bengaluru,-701.28,0.0,1,0,1,1,0,0,6287.62,-6287.62,0,,Duplicate Order_ID,,True,True,Warning
744,2003,Women,Training,Zoomx Invincible,XL,4.0,7850.87,0.5,-628.07,2025-01-04 00:00:00.000000,Online,Kolkata,992.14,-628.07,0,0,0,0,1,0,15701.74,-16329.81,0,,Duplicate Order_ID,,True,True,Warning
750,2028,Kids,Training,Zoomx Invincible,,2.5,5474.79,0.5,0.0,2025-01-03 00:00:00.000000,Online,Pune,-682.62,0.0,1,0,0,1,0,0,6843.49,-6843.49,0,,Duplicate Order_ID,,True,True,Warning
770,2050,Men,Basketball,Lebron 20,,3.0,8335.48,0.57,0.0,2025-06-30 00:00:00.000000,Retail,Mumbai,832.37,0.0,1,0,0,0,0,0,10752.77,-10752.77,0,,Duplicate Order_ID,,True,True,Warning
818,2032,Women,Soccer,Mercurial Superfly,10,2.0,6569.65,0.96,0.0,2024-10-16 00:00:00.000000,Online,Kolkata,-596.41,0.0,0,0,1,0,0,0,525.57,-525.57,0,,Duplicate Order_ID,,True,True,Warning
841,2050,Women,Lifestyle,Blazer Mid,L,2.5,6383.24,0.5,0.0,2024-11-28 00:00:00.000000,Online,Kolkata,3407.87,0.0,0,1,1,1,0,0,7979.05,-7979.05,0,,Duplicate Order_ID,,True,True,Warning
850,2008,Men,Running,Air Zoom,XL,2.0,5550.99,0.48,0.0,2024-07-25 00:00:00.000000,Retail,Mumbai,-639.42,0.0,1,0,1,1,0,0,5773.03,-5773.03,0,,Duplicate Order_ID,,True,True,Warning
882,2050,Kids,Basketball,Zoom Freak,6,3.0,6435.66,0.48,0.0,2025-06-30 00:00:00.000000,Retail,Kolkata,-1000.03,0.0,0,0,1,1,0,0,10039.63,-10039.63,0,,Duplicate Order_ID,,True,True,Warning
901,2006,Men,Lifestyle,Waffle One,XL,2.0,5637.46,0.48,0.0,2023-09-26 00:00:00.000000,Retail,Mumbai,-716.79,0.0,0,0,1,1,0,0,5862.96,-5862.96,0,,Duplicate Order_ID,,True,True,Warning
927,2026,Women,Soccer,Premier Iii,,2.5,5773.245,0.48,0.0,2024-01-10 00:00:00.000000,Retail,Mumbai,111.21,0.0,1,0,1,1,0,0,7505.22,-7505.22,0,,Duplicate Order_ID,,True,True,Warning
954,2049,Men,Training,Metcon 7,M,2.0,5890.69,0.5,0.0,2024-12-04 00:00:00.000000,Online,Bengaluru,-400.59,0.0,0,0,1,0,1,0,5890.69,-5890.69,0,,Duplicate Order_ID,,True,True,Warning
989,2009,Women,Lifestyle,Dunk Low,M,3.0,6481.4,0.84,0.0,2024-07-26 00:00:00.000000,Retail,Bengaluru,522.93,0.0,1,0,0,0,0,0,3111.07,-3111.07,0,,Duplicate Order_ID,,True,True,Warning
998,2043,Women,Lifestyle,Waffle One,L,2.0,5637.46,0.48,0.0,2024-10-13 00:00:00.000000,Retail,Mumbai,497.69,0.0,0,1,1,1,0,0,5862.96,-5862.96,0,,Duplicate Order_ID,,True,True,Warning
1038,2033,Kids,Lifestyle,Waffle One,M,3.0,5637.46,0.5,0.0,2025-01-22 00:00:00.000000,Online,Kolkata,-679.74,0.0,1,0,1,1,0,0,8456.19,-8456.19,0,,Duplicate Order_ID,,True,True,Warning
1102,2021,Men,Lifestyle,Blazer Mid,8,3.0,3723.21,0.5,0.0,2025-06-22 00:00:00.000000,Online,Bengaluru,-1133.4,0.0,0,0,0,1,0,0,5584.82,-5584.82,0,,Duplicate Order_ID,,True,True,Warning
1206,2002,Women,Lifestyle,Dunk Low,7,2.5,6202.99,0.24,0.0,2024-11-12 00:00:00.000000,Online,Delhi,912.61,0.0,1,0,1,0,0,0,11785.68,-11785.68,0,,Duplicate Order_ID,,True,True,Warning
1277,2046,Men,Soccer,Tiempo Legend,,3.0,6045.785,0.5,0.0,2024-09-17 00:00:00.000000,Online,Bengaluru,1314.84,0.0,0,1,1,1,0,0,9068.68,-9068.68,0,,Duplicate Order_ID,,True,True,Warning
1343,2037,Women,Lifestyle,Dunk Low,12,4.0,6202.99,0.5,0.0,2025-11-04 00:00:00.000000,Online,Delhi,3651.05,0.0,0,0,1,0,1,0,12405.98,-12405.98,0,,Duplicate Order_ID,,True,True,Warning
1368,2029,Kids,Training,Metcon 7,L,2.0,6548.87,0.2,0.0,2024-11-20 00:00:00.000000,Online,Kolkata,3640.6,0.0,1,0,0,0,0,0,10478.19,-10478.19,0,,Duplicate Order_ID,,True,True,Warning
1434,2028,Kids,Lifestyle,Waffle One,XL,3.0,5637.46,0.95,0.0,2025-01-02 00:00:00.000000,Online,Delhi,2511.65,0.0,0,1,1,0,0,0,845.62,-845.62,0,,Duplicate Order_ID,,True,True,Warning
1440,2043,Kids,Running,React Infinity,6,3.0,5395.6,0.06,0.0,2025-07-03 00:00:00.000000,Online,Delhi,2992.96,0.0,1,0,0,0,0,0,15215.59,-15215.59,0,,Duplicate Order_ID,,True,True,Warning
1493,2018,Women,Soccer,Phantom Gt,6,2.0,6320.59,0.5,0.0,2024-11-13 00:00:00.000000,Online,Bengaluru,-777.58,0.0,1,0,1,1,0,0,6320.59,-6320.59,0,,Duplicate Order_ID,,True,True,Warning
1506,2020,Kids,Lifestyle,Blazer Mid,XL,3.0,7126.64,0.89,0.0,2025-10-05 00:00:00.000000,Retail,Delhi,535.13,0.0,1,0,0,0,0,0,2351.79,-2351.79,0,,Duplicate Order_ID,,True,True,Warning
1527,2030,Men,Basketball,Air Jordan,,2.0,6235.71,0.5,0.0,2024-12-18 00:00:00.000000,Online,Hyderabad,2272.16,0.0,1,0,1,1,0,0,6235.71,-6235.71,0,,Duplicate Order_ID,,True,True,Warning
1591,2025,Men,Lifestyle,Waffle One,,2.0,5245.87,0.48,0.0,2024-01-08 00:00:00.000000,Retail,Hyderabad,-1193.87,0.0,1,0,0,1,0,0,5455.7,-5455.7,0,,Duplicate Order_ID,,True,True,Warning
1661,2033,Women,Running,React Infinity,M,3.0,6492.155000000001,0.8,0.0,2024-07-23 00:00:00.000000,Retail,Delhi,437.17,0.0,1,0,1,0,0,0,3895.29,-3895.29,0,,Duplicate Order_ID,,True,True,Warning
1691,2028,Kids,Soccer,Phantom Gt,M,2.0,6320.59,0.97,0.0,2025-05-15 00:00:00.000000,Retail,Pune,2305.1,0.0,0,0,1,0,0,0,379.24,-379.24,0,,Duplicate Order_ID,,True,True,Warning
1733,2016,Women,Training,Metcon 7,,2.0,5890.69,0.48,0.0,2024-03-15 00:00:00.000000,Retail,Delhi,-263.86,0.0,0,0,1,1,0,0,6126.32,-6126.32,0,,Duplicate Order_ID,,True,True,Warning
1837,2028,Women,Running,Pegasus Turbo,8,2.0,5644.675,0.5,0.0,2025-02-20 00:00:00.000000,Online,Delhi,-417.11,0.0,0,1,1,0,1,0,5644.68,-5644.68,0,,Duplicate Order_ID,,True,True,Warning
1885,2012,Men,Basketball,Air Jordan,XL,3.0,6235.71,0.48,0.0,2025-03-30 00:00:00.000000,Retail,Bengaluru,-685.96,0.0,1,0,1,1,0,0,9727.71,-9727.71,0,,Duplicate Order_ID,,True,True,Warning
1920,2032,Kids,Lifestyle,Waffle One,6,2.0,5637.46,0.48,0.0,2025-08-03 00:00:00.000000,Retail,Bengaluru,2281.5,0.0,0,1,1,1,0,0,5862.96,-5862.96,0,,Duplicate Order_ID,,True,True,Warning
1946,2002,Kids,Soccer,Phantom Gt,XL,2.0,6320.59,0.5,0.0,2025-05-16 00:00:00.000000,Online,Delhi,-789.24,0.0,1,0,1,1,0,0,6320.59,-6320.59,0,,Duplicate Order_ID,,True,True,Warning
1950,2003,Women,Lifestyle,Waffle One,,3.0,7203.25,0.5,0.0,2025-03-03 00:00:00.000000,Online,Kolkata,-23.38,0.0,1,0,0,1,0,0,10804.88,-10804.88,0,,Duplicate Order_ID,,True,True,Warning
1955,2042,Kids,Soccer,Tiempo Legend,L,4.0,8290.97,0.5,0.0,2024-12-30 00:00:00.000000,Online,Delhi,-84.8,0.0,0,0,0,1,0,0,16581.94,-16581.94,0,,Duplicate Order_ID,,True,True,Warning
1963,2041,Kids,Soccer,Tiempo Legend,M,3.0,4414.63,0.5,0.0,2025-02-27 00:00:00.000000,Online,Bengaluru,1709.18,0.0,0,1,0,1,0,0,6621.94,-6621.94,0,,Duplicate Order_ID,,True,True,Warning
1986,2048,Kids,Basketball,Air Jordan,XL,2.0,8918.66,0.48,-3389.09,2024-02-14 00:00:00.000000,Retail,Delhi,1889.03,-3389.09,0,0,0,0,1,0,9275.41,-12664.5,0,,Duplicate Order_ID,,True,True,Warning
2011,2046,Men,Training,Zoomx Invincible,M,2.0,5091.2,0.48,0.0,2025-07-10 00:00:00.000000,Retail,Pune,1544.79,0.0,0,1,0,1,0,0,5294.85,-5294.85,0,,Duplicate Order_ID,,True,True,Warning
2017,2021,Kids,Lifestyle,Waffle One,XL,3.0,4561.67,0.5,0.0,2024-02-13 00:00:00.000000,Online,Pune,1720.61,0.0,1,0,0,1,0,0,6842.5,-6842.5,0,,Duplicate Order_ID,,True,True,Warning
2035,2020,Men,Running,Air Zoom,12,2.0,5614.96,0.5,0.0,2025-05-03 00:00:00.000000,Online,Kolkata,671.98,0.0,0,0,0,1,0,0,5614.96,-5614.96,0,,Duplicate Order_ID,,True,True,Warning
2041,2041,Men,Training,Metcon 7,12,2.0,5890.69,0.35,0.0,2025-05-07 00:00:00.000000,Online,Hyderabad,1727.5,0.0,1,0,1,0,0,0,7657.9,-7657.9,0,,Duplicate Order_ID,,True,True,Warning
2046,2003,Women,Soccer,Premier Iii,L,2.0,5773.245,0.56,0.0,2024-03-08 00:00:00.000000,Online,Kolkata,2353.41,0.0,1,0,1,0,0,0,5080.46,-5080.46,0,,Duplicate Order_ID,,True,True,Warning
2070,2030,Women,Soccer,Premier Iii,L,2.0,9804.64,0.71,0.0,2025-08-02 00:00:00.000000,Online,Bengaluru,635.57,0.0,1,0,0,0,0,0,5686.69,-5686.69,0,,Duplicate Order_ID,,True,True,Warning
2189,2050,Kids,Soccer,Tiempo Legend,,3.0,6045.785,0.5,0.0,2023-09-30 00:00:00.000000,Online,Pune,1182.9,0.0,0,1,1,1,0,0,9068.68,-9068.68,0,,Duplicate Order_ID,,True,True,Warning
2254,2013,Kids,Lifestyle,Blazer Mid,,2.5,6383.24,0.24,0.0,2024-07-08 00:00:00.000000,Online,Hyderabad,2827.54,0.0,1,0,1,0,0,0,12128.16,-12128.16,0,,Duplicate Order_ID,,True,True,Warning
2262,2044,Men,Training,Flex Trainer,XL,3.0,6383.55,0.5,0.0,2023-08-13 00:00:00.000000,Online,Bengaluru,1192.96,0.0,1,0,1,1,0,0,9575.33,-9575.33,0,,Duplicate Order_ID,,True,True,Warning
2302,2026,Kids,Training,Zoomx Invincible,,2.5,6897.68,0.5,0.0,2024-05-01 00:00:00.000000,Online,Kolkata,-264.65,0.0,1,0,1,1,0,0,8622.1,-8622.1,0,,Duplicate Order_ID,,True,True,Warning
2320,2027,Men,Training,Superrep Go,L,2.5,5280.57,0.08,0.0,2024-11-14 00:00:00.000000,Retail,Kolkata,126.1,0.0,0,1,1,0,0,0,12145.31,-12145.31,0,,Duplicate Order_ID,,True,True,Warning
2330,2003,Men,Lifestyle,Blazer Mid,M,3.0,6383.24,0.36,0.0,2024-08-16 00:00:00.000000,Retail,Delhi,1884.04,0.0,0,0,1,0,0,0,12255.82,-12255.82,0,,Duplicate Order_ID,,True,True,Warning
2343,2009,Kids,Running,Pegasus Turbo,L,2.0,5644.675,0.84,0.0,2023-11-22 00:00:00.000000,Retail,Delhi,1671.62,0.0,1,0,1,0,0,0,1806.3,-1806.3,0,,Duplicate Order_ID,,True,True,Warning
2425,2007,Men,Soccer,Phantom Gt,L,2.0,7652.31,0.48,0.0,2023-09-29 00:00:00.000000,Retail,Bengaluru,1515.95,0.0,1,0,0,1,0,0,7958.4,-7958.4,0,,Duplicate Order_ID,,True,True,Warning
2449,2030,Women,Basketball,Air Jordan,11,2.0,6235.71,0.48,0.0,2025-06-10 00:00:00.000000,Retail,Mumbai,2717.93,0.0,0,0,1,1,0,0,6485.14,-6485.14,0,,Duplicate Order_ID,,True,True,Warning
2458,2019,Men,Lifestyle,Air Force 1,L,2.0,2452.52,0.12,-2158.22,2024-07-26 00:00:00.000000,Retail,Hyderabad,-1199.45,-2158.22,0,1,0,0,0,0,4316.44,-6474.66,0,,Duplicate Order_ID,,True,True,Warning
2466,2019,Men,Basketball,Lebron 20,,3.0,6431.1900000000005,0.85,0.0,2024-08-13 00:00:00.000000,Online,Delhi,347.96,0.0,0,0,1,0,0,0,2894.04,-2894.04,0,,Duplicate Order_ID,,True,True,Warning
